,Actor name,Trends score
783,Yusuf Gatewood,647.5347826427401
2600,John Patrick Amedori,647.3751455061159
692,Kene Holliday,647.0534245286951
693,Jesse Moss,647.0534245286951
662,Peter Grosz,646.9220673583906
614,Brad Hawkins,646.7936621974014
547,Israel Islas,646.7577799818122
615,Frank John Hughes,645.6373697604166
3129,Richard O'Brien,645.1552122097131
548,Hope Clarke,643.9504346222268
554,Mercedes Morán,643.4024979981655
3520,Nika Futterman,642.7342577865385
694,Wayne Bernard,642.3646315973277
3985,Thakoon,642.3275336496454
1393,Steffan Rhodri,642.2993291269704
549,Ian O'Brien,642.0325276481005
555,David Ryall,641.3721259448471
266,Tracy Wright,641.3052468313001
1697,Lillian Dube,641.212680603225
1698,Derek Waters,641.1989551922594
784,Lindsay Frost,640.1809909753127
616,Jacek Koman,640.0762967715497
267,Chus Lampreave,639.9439848179236
509,Brooke Dillman,639.2701423024874
695,Madison Arnold,639.2387696430828
550,Lisa Branch,639.2362148975932
551,Ryan Orion,639.1900483447776
652,Jake Simons,638.6470045950415
548,Stephanie Niznik,638.2448574163761
3521,Yukmouth,637.8843435093459
617,John Macho,637.8513903477215
696,Michael McShane,637.6758386659603
552,Tom McGowan,637.4589987893414
556,Joe Dinicol,637.4108189951231
510,Rose Bray,637.346142475835
2087,Michael Dobson,637.1910332221315
2088,Rena Owen,637.1910332221315
549,Brandy Snow,636.8752332588303
618,Augustus Prew,636.653547361153
619,Michael Teh,636.0572469684957
620,Josh Feldman,635.84389893297
2601,Lee Ranaldo,635.7962988616601
621,Scott Adsit,635.2457391033059
557,Rachel Hendrix,634.6961774251529
663,Ross Patterson,634.6916999157941
664,Wynn Everett,633.9850474386193
4397,T. D. Jakes,633.585936701572
697,Daria Nicolodi,633.4615547962579
665,Karen Lloyd,633.4042928165734
2602,Maxim Mehmet,633.266605364863
553,Allan Rich,633.2012291513001
554,Bruce Altman,633.1313749007511
785,Bobbe' J. Thompson,633.1270704036888
1699,Jessica Napier,632.7534640640139
786,Hallee Hirsh,632.6403544777213
622,Isabella Leong,632.5437067693059
623,Ann Nesby,632.4610969081633
550,Luke Richards,631.6012350913168
555,Lance Guest,631.0689558098641
511,Jeff Carpenter,630.7476874021811
787,Joe Swanberg,629.7257737860174
3986,Jerry Weintraub,629.7122629396687
512,Travis Schuldt,629.7073877429888
2089,Jean-Pierre Cassel,629.1253239408388
788,Hallie Todd,629.1168771484107
513,Alana Husband,628.5826808729724
556,Connie Cooper,627.141483023556
551,Susan Gibney,627.0586220984343
558,Brian McGrath,626.3683925292277
559,Patrick Levis,626.3348728225803
557,Dameon Clarke,626.0036717936849
624,Paul McGill,625.8729604820365
560,Terri Garber,625.1787089726669
698,Nicholas Bird,625.1723908489807
3987,The Lu Le,624.4559001438452
268,Denise Dowse,623.684927232267
699,Patrick Kilpatrick,623.6094598718583
514,Kevin Cooney,623.4915972793146
789,Gabriel Sunday,622.8160147424558
1700,Mark Holton,622.3122167265177
790,Georgina Leonidas,621.9578294727276
3522,Shawn Doyle,621.1928861473615
558,Gregory Itzin,621.1603622307049
515,Angela Gibbs,620.9798771917893
625,Brad Thornton,620.8899031913668
516,Kelly Hoover,620.7934885431982
3523,Dennis Haskins,620.5124903337505
626,Melinda Page Hamilton,620.2917433617026
559,Tom Colby,620.1485032349805
700,Mitch Carter,619.950993970903
552,Conan Stevens,619.8095391492367
560,Ryan Devlin,619.7185212019766
666,Joshua Seth,619.6145353189692
1701,Nick Brimble,619.602242415749
554,Eddie Jemison,618.9402410578632
553,Megan Cavanagh,618.9402410578632
701,Skye Sweetnam,618.920666940491
3130,Peter Woodward,618.822346405235
667,Michael McGrady,618.5991111755357
3988,Nora Kirkpatrick,618.1482647888567
2603,Lee Arenberg,618.0884443840807
668,John Beale,617.311704076315
4398,Robin Sachs,617.1596346389387
1029,June Foray,616.3858674473964
627,David Cale,616.2902165894886
653,Patrick Malahide,615.7163950396756
628,Alex Dimitriades,615.6912950962044
561,Michelle Nolden,615.6612405201811
555,Susan Blommaert,615.4630486923696
562,Rebecca Lin,614.9622800949134
702,Jade Wu,614.2318740091235
1030,Ryan Simpkins,612.9423709812098
556,Chris Dong,612.8551544182494
703,Nathan Rodriguez,612.6689430320012
791,Sandra McCoy,612.6376985482211
557,Chris Wedge,611.985856326876
1031,Geneviève Bujold,611.7140295563977
2604,Barry Morse,611.3425950592886
1394,Vladimir Kulich,611.1575434723294
704,Christopher Knights,611.1060120548788
1395,Paula Shaw,611.0180647906516
2605,Tiffany Knight,610.9183149151977
2090,Hank Stone,610.305335617822
558,Allie Grant,610.2472601441292
2606,Oscar Colon,610.2375882671731
561,Audrey Marie Anderson,610.194968291223
2607,Greg Ginn,609.8214616812442
562,Giuseppe Sulfaro,609.6034584222016
669,Robert Gant,609.587261480991
563,Sarah Habel,609.3936581804526
792,Ona Grauer,609.2453336649859
654,Rick Warner,608.9809123501387
564,Janet Sheen,608.8966811246459
629,Kristina Klebe,608.7432524979008
563,Gloria Votsis,608.5869774564162
670,Shelley Morrison,608.2998543817703
2091,Juliane Köhler,607.6167658573912
630,Lauri Johnson,607.306394190225
1396,Corinne Bohrer,607.2648202654992
564,Donald Sumpter,606.1437720676952
1033,Jamie Foreman,606.0553780488367
1032,Clare Higgins,606.0553780488367
517,Vicki Blue,605.3223636162671
518,Trisha LaFache,604.8442258882922
519,Rafael Valdez,604.7656550746651
793,Craig Chester,604.5406626962249
565,David McNally,604.4588506649798
631,Liza Snyder,604.3117867238037
565,Marissa Jaret Winokur,603.7644049545737
671,Aaron Abrams,603.5440735883352
559,Zoie Palmer,603.292875413142
705,Burt Rutan,603.2913571692663
566,Richard Shepard,603.1695631762933
567,Hannah Kaiser,603.1565088578233
3131,Charlie Creed-Miles,602.7478297652559
2092,Bryan Cherry,602.2396263365295
269,Nancy Valen,602.065680420601
632,Jason Diablo,601.9161007506667
706,Lara Jean Chorostecki,601.728426192144
794,Jason Antoon,601.5436018110258
568,Amy Chow,601.463999139454
560,Courtnee Draper,600.6849811390217
561,Kevin Kilner,600.6099142344871
633,Brely Evans,599.9932475353858
634,Mark Ivanir,599.9543091531223
566,Christopher Gross,599.354320654758
520,Linda Larkin,599.1616490044752
795,Lahmard Tate,598.8014165586442
707,Daniel Fathers,598.6025642378991
672,Conrad Vernon,598.4036642966392
673,Olek Krupa,598.4036642966392
674,Maria Pia Calzone,598.0005975880048
521,Meghan Heffern,597.8657845919614
708,Chloe Russell,597.0396332607766
675,Robert Pastorelli,596.2255362845339
635,Talent Harris,595.9268858178243
3524,Francesca Smith,595.6116920375948
796,Sylvia Miles,595.5402056448669
636,Cee-Lo,595.1690305158093
270,Andrew Divoff,595.0880980316205
567,Benjamin Davies,594.8352225451281
562,Florence Faivre,594.5998944994079
655,Kevin Casper,594.2493641642309
637,Myers Clark,593.9727108564808
3989,Sarah Smyth,593.9689959280681
638,Stephanie Okereke,593.5311998446873
676,Boo Boo Stewart,593.2024547827115
797,Kaycee Stroh,592.7974105084422
2608,Jack O'Connell,592.7915094161102
522,Abby Ford,591.9649602074779
569,Candace Kroslak,591.8675693889663
3525,Casey Siemaszko,591.4189351773355
568,Colombe Jacobsen-Derstine,591.412446833465
639,Jonathan Higgins,591.3397703345779
1034,Lymari Nadal,591.0944555264067
798,Alfonso Freeman,590.8270209891468
4399,Elliot Cowan,590.8138197537513
569,Thom Barry,590.7206607925668
563,Rebecca Jenkins,590.5449799794976
677,Mizuo Peck,590.2761549926806
2609,Matt McKenzie,590.2618159193131
570,Rafael Morais,590.0696507814944
2610,Jessica Schwartz,589.9807388641134
571,Corey Large,589.9311211910128
570,Christopher Zach,589.4882022758447
564,Ellen Dow,589.3841059511675
565,Brooke Lyons,589.3841059511675
799,George Stults,589.1838802795857
571,Melissa Cell,589.154192458808
640,Hell Rell,588.7398278984133
641,Langley Kirkwood,588.6934295737736
524,Jake Olson,588.5875431371444
523,Charlie Clouser,588.5875431371444
800,Kerry Livgren,587.4525158235301
572,Susan Yeagley,586.7079666325624
656,Kevin Christy,586.5461316658057
709,Robert Longstreet,586.2617335168051
2093,Brittany Robertson,586.1082077739438
566,Welker White,585.9069135856739
567,Jennifer Carta,585.9069135856739
642,Lydia Jordan,585.745220431992
525,Cathy Berry,585.7187167692948
572,Nancy Bishop,585.3076398107423
526,Jessica Parsons,584.762441313345
801,Ella Joyce,584.5371187226689
710,Carrie Crowley,584.536185443797
573,Stacey Travis,584.3086105051748
643,Marti Matulis,584.2894568023529
1035,Edward Bunker,584.2212641830764
568,Julian Wells,583.606593614296
3990,Chuck Campbell,583.456270336421
2095,Christina Bach,583.4196380135128
2094,Nitin Ganatra,583.4196380135128
573,Matthew Cowles,583.3720253769015
711,Jazzy Jay,582.9732544666746
271,Steven Eckholdt,582.8976140827248
678,Matt McGrath,582.5517123973567
3991,Hussein Fatal,582.3252234562384
712,Cynthia McKinney,582.0836876275309
802,Mirko Filipović,581.6217216218076
569,Gabriel Thomson,581.5604231288069
713,Gedde Watanabe,581.4103234895521
574,Jon Dalton,581.1604173799197
575,Spencer Wilding,581.1604173799197
3526,Allyce Beasley,580.9881257218365
272,Kevin Copeland,580.944858256652
574,Ronald Pickup,580.7671258488093
803,Jenna Stern,580.3491424150501
644,Kate Williamson,580.3392742986616
804,Steve Moreno,579.7050325467953
645,Andrew Astor,579.5421049658338
575,Noe Garcia,579.4392841776273
805,Daniel Hagen,579.1922240377567
4400,Georgia Mackenzie,579.1470198966787
1397,Nate Torrence,579.0425770159808
273,Claire Rankin,578.9163105377864
576,Karel Dobrý,578.6860998193367
528,Scott Elrod,577.2126252295645
527,Vanessa Lee Chester,577.2126252295645
3527,Cory Murphy,576.9756685437793
529,Rick Martins,576.2786242178662
806,Casey Sander,576.2515489273504
807,Monoxide Child,575.6149912466785
2096,Clare Carey,575.3539287322201
530,Stephanie Ellis,574.9255798808795
679,Chris O'Dowd,574.8272698020326
808,Jennifer Tisdale,574.6401987128146
4401,Stéphane Freiss,573.7472649019791
4402,Ari Meyers,573.2014836635311
680,Todd Hunt,572.8961591532014
3132,Manuel Bermudez,572.7398312473985
1398,Nick Mancuso,572.2303114040283
646,Leah Ford,571.9805334810734
3133,Jessica Carlson,571.0940271346185
657,Branko Đurić,570.820407901366
1036,Ken Foree,570.4748814964158
531,Alfred Burke,570.3253283153284
570,Kristopher Van Varenberg,570.2595479409526
571,Winston Bailey,570.2595479409526
576,Skye Bennett,570.0116404142709
2097,Matthias Habich,569.9767892113581
532,Dolores Heredia,569.940171746122
4403,Richard Herd,569.8788998031646
533,Jamal Mixon,569.8531158572748
2611,Dillon Casey,569.7238894610538
647,Mads Ousdal,569.4234307606789
572,Sean Bridgers,569.3902498495793
809,Brendan Sexton III,569.2529159668904
577,Wayne Allwine,568.0738982577516
4404,Natalie Ramsey,568.062866405833
577,John Blackwood,567.8735792696481
681,Kathleen Barr,567.7465307563189
534,Brady Edwards,567.5494831062473
714,Valeria Cavalli,567.3439446954501
682,Tab Baker,566.9087345968162
274,Hugh Maguire,566.2991895611061
578,Toya Turner,566.2893729229105
648,Faith Salie,565.8591988622669
578,Dorian Harewood,565.7110751597103
573,Corey Richardson,565.0437593927122
2098,Simon Wallace,564.5996496904962
535,Rob Pinkston,563.8764464296586
579,Vittorio Storaro,563.3151640315086
574,Jim Meskimen,562.435865118592
2612,Anamaria Marinca,562.4351874545455
3528,James Eckhouse,562.0961046765523
1399,Allen Garfield,561.5253225852454
810,Igor Galo,561.4804995056509
715,Sean McNamara,561.0922207869603
649,Shaun Sipos,560.9057395526245
650,Claire Mills,560.5905177140537
4405,Chase Ellison,560.446093756777
275,Ellen Geer,560.2001860867182
658,James Pickering,560.1350488140621
683,Stanley Donen,560.0220881609948
716,Marc Ruchmann,559.5292898098378
684,Diana Scarwid,559.1956905886963
276,Daniel von Bargen,558.488166256815
580,Jaaved Jaffrey,557.9615880269854
581,Tom Hines,557.9332891793032
1037,Majandra Delfino,557.8464275222246
811,Lewis Arquette,557.5064720389238
579,Joel Heyman,557.0503133579225
582,Kathleen Cleaver,557.0349414417451
4406,Julie Patterson,556.9787129149876
685,Lorraine Berry,556.803570412943
2099,Satya Bhabha,556.5339404092034
717,Carlin Glynn,555.7288497438865
536,Micah Sloat,555.5960399068739
686,Carsten Frank,555.5161633137225
575,Andrea Renzi,555.4814803876047
576,Brea Grant,555.4814803876047
659,Barbara Tyson,554.6327398866155
812,Clive Revill,554.518740983985
4407,Holly Woodlawn,554.2076745422762
651,Lester Speight,553.8960022689843
2100,Armin Mueller-Stahl,553.8453706487726
580,Tanya Allen,553.1685513220716
578,Aaron Frazier,552.8735861134845
577,Jermaine Crawford,552.8735861134845
583,Michael Paul Chan,552.7949622956359
813,Malcolm Gets,552.0993747493254
584,Victor McGuire,550.885569688752
652,Jenna Leigh Green,550.4088523282217
718,Nathaniel Arcand,550.1517039471031
1038,Danny Woodburn,549.855307466425
3529,Grace Rex,549.4647315377533
579,Josh Hammond,549.3963937479909
581,Miles Meadows,548.5270956566176
580,Jim Carrol,548.5270956566176
653,Joséphine de La Baume,548.0131663550846
585,Robert Torti,547.849277796219
654,Rusty Joiner,547.6103282905593
537,D'Lo Brown,547.4676985313
814,Stu Stone,547.0987308473791
538,Grace Armas,546.989560803325
687,Jack Conley,546.2352322239935
660,Frank Pellegrino,546.2345101827677
586,Olivia Burnette,545.4699106830975
581,Alec Mapa,545.3835365262956
688,Ellen Blake,545.216906519957
3992,Derek de Lint,544.5591856473262
582,Perla Haney-Jardine,544.0795025311763
655,Joy Griffin,543.7272851646941
583,Landon Pigg,543.221032416358
689,Tanoai Reed,543.1414646680405
656,Zach Mills,543.1291253350299
3134,Tracy Middendorf,543.1153572173605
690,Nancy Drake,543.0345627364956
584,Dylan McLaughlin,542.9997992770003
582,Monroe Mann,542.4420090170037
657,Suzanne Ford,542.4013065827507
719,Lauren Hays,542.3370490614908
691,Flora Cross,541.9983887719054
587,Hazel Douglas,541.5938636224785
3135,Annie Campbell,541.4695531045807
720,Jeff Altman,541.406796833255
815,Peter Appel,541.1717470248395
588,Aaron Ruell,540.7111764568547
816,Rafi Gavron,540.4201217415084
659,Samm Levine,540.1383261867093
658,Tom Guiry,540.1383261867093
721,Ed Viesturs,539.8465466982888
3993,David Gow,539.6532470378908
1702,Joe Estevez,539.5454622959256
817,Porscha Coleman,539.5186703290955
4408,Tomas Arana,539.4288032211488
589,Mitch Gaylord,539.1341936299741
539,Nathalie Fay,538.9396181464829
590,Guy Graves,538.5686213542041
585,Frank Winters,538.356411740625
818,Jacqueline Page,537.740084171441
722,Ricky Ullman,537.6482561301235
586,Courtney Peldon,537.3799005241042
3994,Callum Keith Rennie,537.200277733173
587,Sylvia Wong,537.1967887518547
591,Vivien Cardone,536.7740898780754
4409,Aubrey Dollar,536.6577648484374
819,Clayton Prince,536.615430847504
583,Adam Valdez,536.5694174663923
540,Chris Neville,536.3116973645424
660,Russ Russo,535.4358149961155
661,Cynda Williams,535.3530475493963
662,Moira Quirk,535.3530475493963
541,Chelsea Rendon,535.3190324311391
3995,Kelli Maroney,535.0977326148436
542,Jo Champa,535.0361176039518
692,Colin Rogers,534.9176497261915
543,Brad Rowe,534.5579798759768
723,Tinashe Kachingwe,534.5223941758785
2613,Tracey Walter,533.7653278241789
663,Debra Mooney,533.6390505162627
588,Mary Jo Catlett,533.3707062046115
2614,Billie Whitelaw,532.9220966585799
820,Alakina Mann,532.9108447216722
664,Lucila Solá,532.4412075296942
544,Jennifer Clement,532.4005624243581
693,Peter Cartwright,532.3428355277501
1400,Guy Siner,532.3298985340194
821,Sian Thomas,531.7766983781846
724,James Grout,531.3965322216337
584,Eric Nenninger,531.1411338291496
694,Sarah Hagan,531.0554284285296
592,Ethan Zohn,531.0056040645483
589,Cynthia Preston,530.9994511300216
822,Ron Shelton,530.9193314578915
665,Hal Ozsan,530.0455215565572
585,Maree Cheatham,529.9545736606326
586,Robert Woo,529.8477676473781
2101,Patrick Connelly,529.6482428048942
590,Emma Lockhart,529.4713084821825
593,Christian Martyn,529.4091826695277
587,Andrea Bendewald,529.4025376464026
2615,Gabrielle Fitzpatrick,529.2101906549344
695,John Ales,529.1243177796986
823,Stanley DeSantis,528.8063030731569
696,Victor Alfieri,528.4806142300881
2616,Mia Zottoli,527.8627096649858
588,Tuesday Knight,527.6639414636559
594,Nicole Weaver,527.4966534077147
725,Kimberly Reed,527.3645456185596
595,Suzanne Santo,527.0298155564062
666,Robert Costanzo,526.9788099340983
545,Vusi Kunene,526.5608307468094
589,Kendrick Cross,526.4247150579081
546,Mike Britt,526.3095700920059
3530,Vincent Klyn,525.5553466678839
547,Garry McDonald,525.473363044453
667,Trevor Murphy,525.368246408946
2617,Dan Finnerty,524.9258284950666
3996,Natasha Alam,524.5850070231965
277,Scott Bairstow,524.3149393005414
668,Michele Greene,524.2969196179987
726,Charlotte Ayanna,524.2440453486273
669,Susan Floyd,524.2359354248032
548,Shane Meier,524.1898514838962
590,Peter Vives,524.1867490981623
591,Gastón Pauls,523.6424905194183
1401,Derek Stephen Prince,523.5712713186517
549,Jay Klaitz,523.5608121325533
596,Nathan Lee Graham,523.460764886724
592,Gordon Clapp,523.067402900476
661,Rémy Girard,522.7175645388912
597,Juan Gabriel Pareja,522.5331075486597
727,Kyle Hansen,522.0189463588989
824,DJ Clay,521.9271657839716
670,Richard Venture,521.5953714671213
550,Bret Ernst,521.5948522191244
2102,Miriam Flynn,521.5825335236013
591,Lucy Jenner,521.5632969163664
728,Jonathan Dixon,521.123545078695
592,Jesse Bond,520.7095567326687
3531,John Kassir,520.593021506213
598,Rodrigo de la Rosa,520.4865559953221
729,Kerri Kenney-Silver,520.4560153817765
662,James Gannon,520.3773738118252
593,Patrick Graves,520.3397764957805
4410,George Aguilar,520.0315346121691
730,D. C. Douglas,520.0092720209337
551,Roger Guenveur Smith,519.3045625042685
4411,Jacob Tierney,519.2122038799309
2618,Judith Malina,518.8483093556742
697,Jocelin Donahue,518.8250609859331
671,Kelly Gould,518.6660131841567
698,Danny Rhodes,518.1813574363227
731,G. W. Bailey,517.3301534275316
2619,George Hurley,517.1380249399399
599,Yulia Volkova,516.4201315977766
825,Simon Kassianides,516.3371768305959
672,Jason McKinnon,516.2119330001441
593,Peter Outerbridge,515.4937681844282
600,Elinor Crawley,515.1329799907988
673,Leo Reynolds,515.0724842244512
826,William Bassett,515.0534878188105
699,Paul McGillion,514.9628396882711
552,Daniela Sea,514.1486833443545
553,Jacob Bush,513.9980575730546
732,Chuck Montgomery,513.7629143990607
2103,Todd Bishop,513.5168242423085
