Actor name,Value,Score
Al Green,5746.75021809677,7.5911
Steve Irwin,5731.43697764832,7.5899
Hayley Atwell,5716.81513788567,7.5888
Gary Oldman,5714.6730088369,7.5886
Alicia Silverstone,5712.05520168672,7.5884
Carol Burnett,5703.18629804798,7.5878
Graham Norton,5686.87283609704,7.5865
Red West,5674.9639341433,7.5855
Tim Allen,5645.63120696676,7.5832
Ellen DeGeneres,5603.34820996345,7.5799
Susan Sarandon,5600.78139905646,7.5797
Allen Iverson,5593.33874339808,7.5791
Rami Malek,5563.69013151304,7.5767
Kevin Murphy,5563.69013151304,7.5767
Jerry Lewis,5555.67690449624,7.5761
David House,5552.86699607119,7.5759
Tom Sandoval,5550.07258633982,7.5756
Jordan Peele,5537.04107694587,7.5746
Tom Green,5525.72136355458,7.5737
Billy Graham,5520.6979804968,7.5733
Ewan McGregor,5474.46097898511,7.5695
Sigourney Weaver,5469.95627111723,7.5692
Kirsten Dunst,5452.41632888278,7.5677
Nicole Scherzinger,5452.04507870718,7.5677
Shemar Moore,5444.47532593373,7.5671
Sarah Paulson,5441.54818866172,7.5668
Hayden Christensen,5438.01962568621,7.5666
Rachel Weisz,5437.47137777574,7.5665
Robert Plant,5430.25016486166,7.5659
Amber Rose,5430.25016486166,7.5659
Joel Osteen,5424.7146223227,7.5655
Grey Wolf,5419.84066489024,7.5651
RBX,5419.84066489024,7.5651
Mindy Kaling,5415.32506133936,7.5647
Tony Robbins,5381.04853300332,7.5619
Sasha Grey,5378.23379379594,7.5616
Retta,5365.49763566356,7.5606
Paul Dillon,5365.03920285121,7.5605
Aaron Paul,5360.78810795827,7.5602
Matt Walsh,5346.39543345015,7.559
Javier Bardem,5343.59034592541,7.5587
John Oliver,5339.10157883426,7.5584
Michelle Rodriguez,5330.44675971937,7.5576
Will Poulter,5310.71635620118,7.556
Vanna White,5310.71635620118,7.556
Brian Cox,5307.67244243021,7.5557
Drake Bell,5306.48207963426,7.5556
Steven Tyler,5301.39564275686,7.5552
Martin Lawrence,5289.51297293831,7.5542
LL Cool J,5273.08863440348,7.5528
Helena Bonham Carter,5261.324528634,7.5518
Vincent Cassel,5250.88943257779,7.5509
Elle Fanning,5232.38630849504,7.5493
Hayden Panettiere,5223.88626111526,7.5486
Michael Cera,5223.88626111526,7.5486
Andy Griffith,5215.53377051959,7.5479
Barry Manilow,5213.44776725423,7.5477
Rob Zombie,5194.1780817413,7.546
David Lynch,5194.1780817413,7.546
Redman,5192.77745607884,7.5459
Robert Lee,5186.97703176211,7.5454
Iggy Pop,5179.79304078598,7.5448
Jamie Dornan,5159.68738580797,7.5431
Donna Summer,5153.64126432751,7.5425
Jack Johnson,5141.53814287832,7.5415
Carrie Fisher,5137.99095668283,7.5412
Luke Perry,5125.16527758325,7.54
Erykah Badu,5120.94074817852,7.5397
Michael Bolton,5117.93007751716,7.5394
Black Child,5104.56496689151,7.5382
Chloe Bailey,5081.50365344858,7.5362
Lauren London,5081.50365344858,7.5362
Paul James,5072.55842076736,7.5354
Mike White,5067.89347978716,7.535
Burt Reynolds,5067.57536568216,7.535
Christopher Walken,5062.983789432,7.5346
Stephen Colbert,5062.96654640504,7.5346
Bill English,5046.72421559622,7.5331
Bo Burnham,5044.76151930651,7.5329
Rob Schneider,5044.41238590515,7.5329
Dolph Lundgren,5030.5857644728,7.5317
Michelle Williams,5030.13990001687,7.5316
William Shatner,5011.61316492892,7.53
Gillian Anderson,5006.52790668949,7.5295
Sam Elliott,4992.60154255405,7.5283
Maggie Smith,4978.14219387136,7.527
Paul Green,4975.18811125446,7.5267
Fiorello,4964.81164942784,7.5258
Jennifer Hudson,4956.60656205408,7.525
Sharon Tate,4952.76704830483,7.5247
Diane Keaton,4951.83485047905,7.5246
George Lopez,4951.83485047905,7.5246
Marion Cotillard,4933.67035771996,7.5229
Bryce Dallas Howard,4914.05576562842,7.5211
Christopher Reeve,4912.9694549303,7.521
Sally Field,4911.79746794201,7.5209
Denise Richards,4909.54124494341,7.5207
Chris Tucker,4901.70301651756,7.52
Naomi Watts,4893.59870578672,7.5193
Vince Vaughn,4874.46243094032,7.5175
Donald Glover,4872.67999156214,7.5173
Nick Cave,4872.34775066354,7.5173
James Williams,4870.39019833302,7.5171
Bill Hader,4858.95604818806,7.516
Pras,4849.59272466001,7.5152
Natasha Lyonne,4845.637758426,7.5148
Neil deGrasse Tyson,4842.19493133502,7.5145
Marisa Tomei,4824.83939394673,7.5129
Bernie Sanders,4820.0851907314,7.5124
Scott Black,4818.78777738585,7.5123
Wordsworth,4802.68319835619,7.5108
Tommy Lee Jones,4800.16570730696,7.5106
Busta Rhymes,4800.16570730696,7.5106
Bryan Johnson,4797.15946599722,7.5103
John Le,4756.24042805959,7.5064
Alyssa Milano,4719.57665849392,7.5029
Ralph Fiennes,4717.07344266302,7.5027
Justin Long,4717.07344266302,7.5027
Kate Upton,4713.76027880917,7.5023
Keith Richards,4712.74981897589,7.5023
James Thomas,4691.16305078485,7.5002
Norman Reedus,4690.68959446349,7.5001
Matt Smith,4684.54334751469,7.4995
Andy On,4667.74030398118,7.4979
Chris Jones,4664.35208913261,7.4976
Sam Heughan,4655.97050406679,7.4968
Jeff Dunham,4642.29359071109,7.4954
Sushmita Sen,4638.72340792558,7.4951
Sebastian Stan,4636.40844292753,7.4949
Dennis Quaid,4619.39996071709,7.4932
Mark Ruffalo,4617.21796792593,7.493
Jeffrey Dean Morgan,4617.21796792593,7.493
Abby Miller,4610.54055657489,7.4923
James Hetfield,4608.06227098378,7.4921
Paula Deen,4606.30681869007,7.4919
Taika Waititi,4591.47158773991,7.4904
Elizabeth Banks,4581.11276762476,7.4894
Julie Andrews,4576.42194259251,7.489
Joe Pesci,4574.99994078838,7.4888
Wesley Snipes,4572.08988791599,7.4885
Mandy Moore,4570.90047847585,7.4884
Jon Bon Jovi,4564.97275278538,7.4878
Ryan Seacrest,4563.29701104875,7.4877
Alex Morgan,4562.22590784069,7.4876
Method Man,4562.22590784069,7.4876
Elsa Pataky,4542.14125300031,7.4856
Christopher Lee,4504.60289553749,7.4818
Lisa Kudrow,4502.48101228017,7.4816
Martin Short,4490.10022122899,7.4803
Helen Hunt,4462.06951470261,7.4775
John Carter,4460.37734067682,7.4773
Shailene Woodley,4445.71058495452,7.4758
Mark Hamill,4441.88190217564,7.4754
Teyana,4441.712643781,7.4754
James Marsden,4432.13349062883,7.4744
Anne Heche,4427.16860991933,7.4739
Patrick Stewart,4425.42286779981,7.4737
Michael Fassbender,4422.5891878354,7.4734
Clarence Thomas,4417.22212927036,7.4729
Manuel Ferrara,4413.86083766701,7.4725
Noah Cyrus,4413.7911172393,7.4725
Danny Trejo,4412.44421729507,7.4724
Neil Patrick Harris,4401.76254391369,7.4713
Mariska Hargitay,4401.34711712564,7.4712
Ashley Johnson,4389.51553885379,7.47
Sophie Marceau,4375.74119381482,7.4686
Jim Jones,4350.85973204908,7.466
Larry David,4347.90721780059,7.4657
Ellen Pompeo,4339.67830258017,7.4648
Chad Michael Murray,4339.67830258017,7.4648
Ross Lynch,4333.61832084068,7.4642
Bobby Flay,4318.91338610294,7.4626
Sophia Bush,4318.41264252194,7.4626
Milla Jovovich,4316.91110822343,7.4624
Viggo Mortensen,4304.55888977325,7.4611
Faith Hill,4304.55888977325,7.4611
Ron Jeremy,4299.30462197981,7.4606
Matt LeBlanc,4299.30462197981,7.4606
Colin Firth,4291.30963430528,7.4597
Hugh Hefner,4282.42587050093,7.4588
Dylan Blue,4281.35761752813,7.4586
George Lucas,4277.11634676012,7.4582
Gene Hackman,4275.40853329812,7.458
Dustin Hoffman,4275.40853329812,7.458
William Morris,4269.00113980282,7.4573
Farrah Fawcett,4265.49576749333,7.457
Charlotte Gainsbourg,4263.81098771261,7.4568
Lucy Liu,4261.59142354139,7.4565
Suge Knight,4255.84803887354,7.4559
Michael Kelly,4253.80413907627,7.4557
Jeff Bridges,4253.66656733768,7.4557
Rosario Dawson,4248.21423073207,7.4551
Mickey Rourke,4244.40758715615,7.4547
Alison Brie,4244.40758715615,7.4547
Charlie Hunnam,4238.31463834226,7.454
John Stamos,4230.34235719095,7.4532
Taylor Sheridan,4227.51472824496,7.4529
Jay Leno,4219.47326931053,7.452
Kirk Franklin,4217.57857992152,7.4518
Cole Hauser,4216.8145378669,7.4517
Luke Evans,4210.45232645889,7.451
Seth MacFarlane,4210.45232645889,7.451
Carlos Santana,4210.01680747881,7.451
Sarah Hyland,4204.79631725338,7.4504
Rosamund Pike,4204.29603583499,7.4504
David McCallum,4203.37296147115,7.4503
Josh Duhamel,4191.31323240649,7.4489
Kelly Reilly,4186.16502666455,7.4484
Mike Myers,4179.82493665755,7.4477
Anna Wintour,4172.9168617288,7.4469
Dhirendra,4168.6903118037,7.4465
Eddie Vedder,4164.604818545,7.446
Gabriel Iglesias,4162.71009387778,7.4458
Lil' Kim,4154.22196486307,7.4449
David Fincher,4145.49358297521,7.4439
Liza Minnelli,4142.83533544818,7.4436
Matthew Lillard,4140.73736643492,7.4434
Sheryl Crow,4134.80340161543,7.4427
Steven Crowder,4132.27416655117,7.4425
Keri Russell,4128.47786506605,7.442
Hyun Bin,4127.30587358735,7.4419
Rob McElhenney,4119.92275842878,7.4411
Carla Bruni,4117.13069731965,7.4408
Jim Brown,4101.18765713486,7.439
Elijah Wood,4099.2996354585,7.4388
John Goodman,4099.2996354585,7.4388
Courtney Love,4095.04647135702,7.4383
Alan Arkin,4094.73641114702,7.4383
Jason Sudeikis,4092.7578835377,7.4381
Kiefer Sutherland,4092.7578835377,7.4381
Joan Collins,4086.05330305973,7.4373
James Earl,4081.30807799103,7.4368
Kelly Ripa,4080.03942977623,7.4366
Missy Elliott,4075.17185515505,7.4361
Luis Garcia,4066.50523837483,7.4351
Fran Drescher,4066.50523837483,7.4351
Bill Russell,4065.61021307351,7.435
Ian McKellen,4057.81877616286,7.4341
Sam Claflin,4056.02300607929,7.4339
Sherlyn Chopra,4054.04008884911,7.4337
Tommy John,4052.19566660669,7.4335
David Schwimmer,4050.84575648253,7.4333
Alexis Bledel,4048.17621297984,7.433
Jimmy Page,4044.80102573521,7.4326
Jack Daniel,4038.98594212347,7.432
Kate Mara,4035.31223291088,7.4316
Mark David,4033.29188299453,7.4313
Kat Dennings,4031.86653182011,7.4312
Bob Odenkirk,4030.51846635382,7.431
Tori Black,4016.60424852093,7.4294
KAORI,4015.65648115487,7.4293
Massimo Ranieri,4015.65648115487,7.4293
Bridget Fonda,4013.30914313263,7.4291
Marlon Wayans,4009.56908297596,7.4286
Jane Seymour,4007.69275944406,7.4284
James McAvoy,4005.85689468939,7.4282
Jon Hamm,4005.85689468939,7.4282
Peter Best,4005.85689468939,7.4282
Anastacia,3995.24195957005,7.427
Donnie Yen,3992.97601634748,7.4267
Gene Simmons,3983.36338577455,7.4256
Jim Parsons,3982.14280560425,7.4255
Judi Dench,3982.14280560425,7.4255
Julianne Moore,3979.06589105812,7.4251
Norah Jones,3979.06589105812,7.4251
Neil Gaiman,3972.00819262314,7.4243
Charlie Day,3971.98732590199,7.4243
Forest Whitaker,3970.24608267366,7.4241
Scott Adkins,3968.76562714597,7.4239
Anna Faris,3968.76562714597,7.4239
Jay-Z,3968.41539485352,7.4239
Ralph Macchio,3965.63993668457,7.4236
Graham Bell,3962.7786601966,7.4232
Sofia Coppola,3962.7786601966,7.4232
Noam Chomsky,3959.99416132873,7.4229
Jeff Goldblum,3959.88583603404,7.4229
Ben Best,3957.19203614558,7.4226
Keyshia Cole,3954.19168376085,7.4222
America Ferrera,3946.1356905804,7.4213
Black Prince,3933.47622686176,7.4198
Benicio del Toro,3933.42670295105,7.4198
Don Johnson,3931.67435960255,7.4196
Leighton Meester,3931.67435960255,7.4196
Billy Ray Cyrus,3929.66213451553,7.4194
Rose Marie,3928.47511280635,7.4192
Gloria Estefan,3928.47511280635,7.4192
David Hasselhoff,3921.42852067575,7.4184
Gabriel Macht,3908.16294873942,7.4169
Bob Saget,3906.6204492546,7.4167
Andy Samberg,3905.31689938681,7.4165
John Over,3904.23523911171,7.4164
Kelly McGillis,3900.3726970439,7.4159
Toni Braxton,3896.36796057061,7.4155
Jim James,3895.60043348006,7.4154
Dean Lewis,3883.61951363852,7.414
Kat Von D,3880.60122254276,7.4136
Sarah Michelle Gellar,3878.89274428708,7.4134
Abhishek Bachchan,3871.5277276708,7.4125
Nathan Fillion,3868.26894008466,7.4121
Josh Hartnett,3866.70733119846,7.4119
John Doe,3862.66657381294,7.4115
Kit Harington,3857.4918245157,7.4108
Chris Johnson,3855.7255736803,7.4106
David Brown,3850.58460624874,7.41
Smokey Robinson,3848.87399558403,7.4098
Priya Rai,3847.70120609612,7.4097
Randy Travis,3847.16490411174,7.4096
Emmy Rossum,3840.29296888234,7.4088
Steve Buscemi,3837.12570712904,7.4084
Prasanna,3834.65603502631,7.4081
Mary Black,3833.12664110238,7.4079
Sacha Baron Cohen,3832.6904484699,7.4079
Paul West,3829.42458068112,7.4075
Terry Bradshaw,3822.7854721066,7.4067
Patti Smith,3822.7854721066,7.4067
Paul Wesley,3820.40055697228,7.4064
Ja Rule,3820.40055697228,7.4064
Jason Lee,3813.34738203926,7.4055
Peyton List,3812.90321057857,7.4055
Joan Jett,3812.90321057857,7.4055
Don King,3811.21009192378,7.4053
Kirk Douglas,3807.30523572615,7.4048
Chelsea Handler,3806.34640520547,7.4047
Heather Locklear,3800.36222538065,7.404
John Malkovich,3798.13680216202,7.4037
Gavin Newsom,3796.62067309188,7.4035
Zinedine Zidane,3788.39810197262,7.4025
Geologist,3779.58018533114,7.4014
Chanel Preston,3774.49782739479,7.4008
Lucy Hale,3772.80674413879,7.4006
Bobby Deol,3761.58658122295,7.3992
Will Arnett,3759.65657911215,7.399
Debby Ryan,3755.720981368,7.3985
Peter Dinklage,3750.94485746185,7.3979
Matthew Broderick,3744.26340978997,7.3971
David Harbour,3740.62005429841,7.3967
Kim Cattrall,3733.80245193648,7.3958
Panou,3728.08026113451,7.3951
Nia Long,3702.78668507064,7.392
Rudy Giuliani,3700.58681467931,7.3917
Buzz Aldrin,3684.72963365687,7.3897
Anderson Silva,3681.19901665395,7.3892
Nick Offerman,3680.32120500182,7.3891
Josh Groban,3670.41715051676,7.3879
Rupert Grint,3661.81633264228,7.3868
Roger Moore,3660.75365389171,7.3867
Kevin Smith,3653.59518069306,7.3858
Bruce Jenner,3649.98764031248,7.3853
Tori Spelling,3645.50013967543,7.3847
John Ryan,3643.44639637191,7.3845
Saoirse Ronan,3637.60463493323,7.3837
Katt Williams,3630.8657280596,7.3829
Meat Loaf,3629.78677700442,7.3827
Melanie Griffith,3619.55251380109,7.3814
Yanni,3614.81718586458,7.3808
Jenny McCarthy,3614.3114038041,7.3808
Alexander Skarsgård,3612.37741843633,7.3805
Mayim Bialik,3603.25437774025,7.3793
Michael Park,3593.57147226795,7.3781
Neve Campbell,3592.96805208527,7.378
Adam Scott,3587.87465806267,7.3773
Ben Barnes,3579.62933215988,7.3763
John Reed,3576.1586166137,7.3758
Elizabeth Hurley,3572.6009953656,7.3754
Claire Danes,3562.15297797344,7.374
Kieran Culkin,3562.02743212226,7.374
John Cusack,3554.30455641495,7.373
Kerry Washington,3553.57893077105,7.3729
Kim Basinger,3551.21996364934,7.3726
Henry Thomas,3535.04514065787,7.3705
Norm Macdonald,3532.76479851751,7.3702
Joey Diaz,3526.00282184929,7.3693
Robert Williams,3519.95422636931,7.3685
Al Roker,3511.11480909514,7.3673
Jimmy Carr,3503.54991502666,7.3663
Sage Stallone,3503.48032638981,7.3663
Joe Manganiello,3502.55435352978,7.3662
Michael Martin,3491.3631142857,7.3647
Tom Waits,3488.53613124343,7.3643
Tara Reid,3488.33967980257,7.3643
James Spader,3486.37192253286,7.364
Bonnie Raitt,3479.21977060067,7.3631
Michael Sheen,3476.8329190619,7.3627
Lisa Bonet,3472.66040665195,7.3622
Tiffany Haddish,3460.62122780436,7.3606
Sienna Miller,3453.0543495711,7.3595
Jon Bernthal,3451.14920658128,7.3593
Christina Hendricks,3449.6979325153,7.3591
Orlando Brown,3444.88085815174,7.3584
Peter Kay,3440.80913103045,7.3579
Adrien Brody,3433.48515980947,7.3569
Ariel Winter,3433.00621403275,7.3568
Ellen Page,3432.38768361374,7.3568
Lyle Scott,3428.50714987139,7.3562
Bo Jackson,3426.57825525371,7.356
Mel Brooks,3425.51306228122,7.3558
Diane Lane,3424.39096518735,7.3557
Sarah Shahi,3412.25009773418,7.354
Willow Smith,3409.44637939929,7.3536
Drew Carey,3404.89190274197,7.353
Rick Rubin,3399.38858308004,7.3522
Josh Brolin,3396.29916071493,7.3518
Catherine Deneuve,3380.89701038831,7.3497
Isla Fisher,3379.84736386731,7.3496
Meagan Good,3377.60816818817,7.3492
Julia Stiles,3376.5823172059,7.3491
Björk,3376.5282488478,7.3491
Davy Jones,3372.99041624332,7.3486
Kelly Rowland,3367.37013695349,7.3478
Patrick Bruel,3367.18936378547,7.3478
Carmen Electra,3365.03700789969,7.3475
Jill Scott,3363.69304014831,7.3473
Craig James,3362.88312149198,7.3472
Brenda Song,3353.19133126463,7.3459
Maria Carmen,3343.93377353577,7.3446
Matt Ryan,3343.27808680254,7.3445
Selma Blair,3341.62054020059,7.3442
Randeep Hooda,3340.31802391531,7.3441
John Light,3336.03038877618,7.3435
Kathy Bates,3334.90541721816,7.3433
Gene Wilder,3334.51981219949,7.3433
Zachary Levi,3324.74352156425,7.3419
Tina Fey,3324.08407222462,7.3418
Kelly Ryan,3322.53021077808,7.3416
Richard James,3321.24713294524,7.3414
George Will,3319.19567125955,7.3411
Tom Ellis,3315.30649474549,7.3406
Rosalynn Carter,3315.08163028044,7.3405
Peter North,3303.52849604156,7.3389
Til Schweiger,3301.77713087151,7.3386
Mark Harmon,3299.59466462526,7.3383
Rose Byrne,3296.03185307413,7.3378
Paula Abdul,3274.53449575233,7.3348
Steven Yeun,3271.79001464521,7.3344
Freddie Highmore,3266.63720316593,7.3336
Claudia Schiffer,3263.90802853828,7.3332
Asa Butterfield,3257.08179237782,7.3323
James Green,3254.91917507067,7.332
Mark Williams,3253.88290067174,7.3318
Timothy Olyphant,3253.36939930035,7.3317
Carman,3248.1416059729,7.331
Gina Carano,3247.61065734136,7.3309
Lisa Rinna,3246.69137165486,7.3308
Henry Winkler,3243.04576408992,7.3302
Ron Howard,3239.50880788066,7.3297
Bernie Mac,3239.20211245054,7.3297
Kelsey Grammer,3236.5689589034,7.3293
Tilda Swinton,3235.96947742215,7.3292
Peter Jackson,3234.95029929691,7.3291
Michael King,3232.9328692012,7.3288
Calista Flockhart,3225.57773991883,7.3277
Miranda Cosgrove,3224.82937581696,7.3276
Fat Joe,3219.05269981908,7.3268
Sam Worthington,3214.8500966536,7.3261
John Miller,3211.22444823487,7.3256
Nina Hartley,3208.172465217,7.3252
Ashley Judd,3206.269082266,7.3249
Chad Smith,3203.69912274512,7.3245
Seu Jorge,3203.53343973604,7.3245
Mark Kelly,3203.36680157247,7.3245
Christopher Lloyd,3203.07974048748,7.3244
Mary Elizabeth Winstead,3199.0471652586,7.3238
Andrew Lincoln,3198.41027206989,7.3237
Maitland Ward,3181.51956632614,7.3213
Patti LaBelle,3178.95395057036,7.3209
Crystal Stone,3178.55345097187,7.3208
Adam DeVine,3171.76916772195,7.3198
David Spade,3171.39512283657,7.3198
Stephen Fry,3168.33338322079,7.3193
Juliette Lewis,3168.33173539901,7.3193
Mark Day,3164.46669539109,7.3187
Jenna Jameson,3161.74190055243,7.3183
Paul Price,3160.76988850395,7.3182
Ryan James,3159.96303483367,7.3181
Lewis Black,3157.15711454789,7.3177
Corey Feldman,3156.44832008443,7.3175
Milo Ventimiglia,3156.14462111711,7.3175
Alyson Hannigan,3155.48294133146,7.3174
Lea Michele,3153.77478467135,7.3171
Sam Harris,3153.3731388668,7.3171
Dax Shepard,3149.17420085945,7.3165
Natalie Dormer,3146.98337701615,7.3161
Donny Osmond,3146.731171736,7.3161
Leah Remini,3143.0806085669,7.3156
David Taylor,3142.76477186519,7.3155
Angela Lansbury,3142.67253420296,7.3155
Alicia Vikander,3142.41397925608,7.3155
David Jeremiah,3142.01440766918,7.3154
Silver Tree,3141.73187599921,7.3154
Max King,3139.92736517923,7.3151
Jared Padalecki,3136.73506684928,7.3146
Evangeline Lilly,3133.73710368488,7.3142
Diane Kruger,3130.1709245086,7.3136
Zach Galifianakis,3121.14193334301,7.3123
Seth Meyers,3117.7524511605,7.3117
Nick Carter,3112.82667819641,7.311
George Carlin,3110.07346141383,7.3106
Maya Rudolph,3110.04958932596,7.3106
Tessa Thompson,3100.2042716704,7.3091
Jean Reno,3095.58263986719,7.3084
Nicholas Hoult,3095.53244618992,7.3084
Melanie Lynskey,3086.12535378982,7.307
Roseanne Barr,3082.97422572964,7.3065
Gad Elmaleh,3079.36330020521,7.3059
Psicosis,3078.88618439537,7.3058
Mark Henry,3076.9155332206,7.3055
David Byrne,3074.93451402261,7.3052
Olivia Munn,3074.51095527689,7.3052
Master P,3072.5267640175,7.3049
Sarah Silverman,3070.72798497457,7.3046
Tyra Banks,3068.59597952465,7.3043
James Deen,3067.1483440975,7.304
Nick Lachey,3066.90040850885,7.304
Michael Green,3066.60636277523,7.304
Adam West,3063.65915588396,7.3035
Gavin Casalegno,3063.60152207999,7.3035
Ben Foster,3062.8007165469,7.3034
Christoph Waltz,3059.63124826993,7.3029
Nana Patekar,3055.22766427054,7.3022
Lou Reed,3050.726506413,7.3015
Jennifer Grey,3042.69412077239,7.3003
Cindy Williams,3042.01725455946,7.3002
Luke Grimes,3041.598182711,7.3001
Martha Higareda,3034.75122097231,7.299
Debbie Harry,3033.04071587628,7.2988
Taylor Momsen,3031.71687092549,7.2986
Idina Menzel,3018.37785667127,7.2965
Kelly Brook,3008.63434915964,7.295
Oscar de la Renta,3007.66871402644,7.2948
Tom Parker,3007.36901061496,7.2948
James Caan,3005.88911375935,7.2945
Bill Nighy,3001.55286869491,7.2939
Frankie Muniz,3000.15251481624,7.2936
Linda Hamilton,2998.77284437354,7.2934
James Hill,2998.55562885239,7.2934
Jon Favreau,2997.48072437125,7.2932
Panda Bear,2996.59062877195,7.2931
Nick Nolte,2994.69767410646,7.2928
Earl Jones,2989.07254976779,7.2919
Laura Dern,2986.99526239322,7.2916
Richard Harris,2982.27189693036,7.2908
Lacey Chabert,2980.13386261636,7.2905
Bette Midler,2979.06045176339,7.2903
Toni Collette,2973.3398838041,7.2894
Julie Bowen,2967.72762667455,7.2885
Jenna Fischer,2960.05312526468,7.2873
Giancarlo Esposito,2952.77672726317,7.2861
Andrew James,2948.198710412,7.2854
Kris Kristofferson,2944.61850672836,7.2848
James Woods,2938.85171398568,7.2839
James Gandolfini,2931.28533813583,7.2827
Bill Paxton,2930.08185309886,7.2825
Joan Rivers,2929.97165453571,7.2825
